,airmass,date,fname,juliandate,mag1,mag10,mag2,mag3,mag4,mag5,mag6,mag7,mag8,mag9,merr1,merr10,merr2,merr3,merr4,merr5,merr6,merr7,merr8,merr9
352,1.51,81224,rccd081224.0055_gregist,2454825.76882,21.96,18.797,,19.554,19.995,21.711,,18.709,19.285,19.313,0.014,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
353,1.36,81227,rccd081227.0107_gregist,2454828.81530,21.974,18.868,,19.625,20.066,21.687,,18.805,19.363,19.374,0.014,0.001,,0.002,0.002,0.008,,0.001,0.002,0.002
354,1.37,90105,rccd090105.0068_gregist,2454837.78969,21.978,18.807,,19.57,20.01,21.668,,18.744,19.299,19.325,0.012,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
355,1.42,90108,rccd090108.0072_gregist,2454840.75816,22.053,18.841,,19.595,20.045,21.671,17.977,,19.317,19.351,0.039,0.002,,0.003,0.005,0.022,0.001,,0.003,0.003
356,1.64,90112,rccd090112.0034_gregist,2454844.68594,22.028,18.832,,19.58,20.022,21.634,,,19.307,19.341,0.039,0.007,,0.004,0.006,0.022,,,0.003,0.003
357,1.54,90115,rccd090115.0047_gregist,2454847.70033,21.915,18.803,,19.567,20.012,21.687,,18.716,19.3,19.327,0.02,0.001,,0.002,0.004,0.017,,0.001,0.002,0.002
358,1.31,90119,rccd090119.0069_gregist,2454851.79041,22.055,18.879,,19.643,20.084,21.79,,18.793,19.364,19.394,0.018,0.001,,0.002,0.003,0.011,,0.001,0.002,0.002
359,1.29,90123,rccd090123.0076_gregist,2454855.85117,22.027,18.84,,19.576,20.041,21.709,,,19.328,19.346,0.014,0.001,,0.002,0.002,0.008,,,0.001,0.001
360,1.33,90127,rccd090127.0060_gregist,2454859.75231,21.915,18.748,,19.508,19.95,21.569,,18.687,19.242,19.271,0.013,0.001,,0.002,0.002,0.009,,0.001,0.002,0.002
361,1.3,90131,rccd090131.0059_gregist,2454863.76042,21.968,18.786,,19.554,19.979,21.719,,18.702,19.279,19.307,0.014,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
362,1.32,90204,rccd090204.0049_gregist,2454867.73377,21.966,18.779,,19.553,19.99,21.693,,18.699,19.273,19.304,0.013,0.001,,0.002,0.002,0.008,,0.001,0.001,0.001
363,1.32,90208,rccd090208.0048_gregist,2454871.72938,21.915,18.732,,19.523,19.957,21.669,17.904,18.709,19.279,19.285,0.04,0.006,,0.004,0.006,0.03,0.001,0.002,0.004,0.004
364,1.31,90212,rccd090212.0046_gregist,2454875.72246,21.964,18.788,,19.554,20.001,21.746,,18.695,19.294,19.307,0.032,0.002,,0.003,0.005,0.022,,0.002,0.003,0.003
365,1.35,90216,rccd090216.0041_gregist,2454879.68305,22.038,18.845,,19.609,20.044,21.702,17.979,18.751,19.341,19.363,0.016,0.001,,0.002,0.003,0.011,0.001,0.001,0.002,0.002
366,1.28,90219,rccd090219.0073_gregist,2454882.76816,22.255,19.116,,19.87,20.323,22.024,18.255,19.071,19.624,19.631,0.014,0.001,,0.002,0.003,0.011,0.001,0.001,0.002,0.002
367,1.28,90222,rccd090222.0059_gregist,2454885.73558,21.954,18.849,,19.605,20.04,21.757,17.964,18.772,19.296,19.356,0.011,0.001,,0.002,0.002,0.009,0.001,0.001,0.001,0.001
368,1.33,90225,rccd090225.0047_gregist,2454888.67258,22.005,18.832,,19.599,20.04,21.715,,18.762,19.306,19.351,0.012,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
369,1.29,90228,rccd090228.0071_gregist,2454891.76684,21.986,18.815,,19.58,20.018,21.726,17.945,18.744,19.31,19.327,0.013,0.001,,0.002,0.002,0.009,0.001,0.001,0.001,0.001
370,1.29,90303,rccd090303.0071_gregist,2454894.74770,22.156,18.979,17.639,19.748,20.184,21.881,18.112,18.913,19.483,19.49,0.014,0.001,0.001,0.002,0.002,0.01,0.001,0.001,0.002,0.002
371,1.28,90309,rccd090309.0061_gregist,2454900.70673,22.085,18.839,,19.617,20.047,21.728,,,19.308,19.374,0.05,0.003,,0.005,0.007,0.027,,,0.004,0.004
372,1.28,90312,rccd090312.0057_gregist,2454903.71213,21.978,18.797,,19.562,20.019,21.71,,18.737,19.301,19.333,0.038,0.002,,0.004,0.006,0.03,,0.002,0.003,0.004
373,1.29,90315,rccd090315.0040_gregist,2454906.71682,22.107,18.865,,19.641,20.079,21.742,17.999,18.801,19.365,19.397,0.03,0.001,,0.003,0.005,0.018,0.001,0.002,0.002,0.003
374,1.28,90318,rccd090318.0047_gregist,2454909.68814,22.022,18.83,,19.597,20.035,21.73,17.962,18.761,19.329,19.353,0.017,0.001,,0.002,0.003,0.01,0.001,0.001,0.002,0.002
375,1.3,90321,rccd090321.0058_gregist,2454912.71944,21.986,18.85,,19.607,20.051,21.743,,,19.318,19.365,0.013,0.001,,0.002,0.002,0.008,,,0.001,0.002
376,1.34,90324,rccd090324.0063_gregist,2454915.73746,22.075,,,19.648,20.092,21.778,18.007,,19.347,19.395,0.013,,,0.002,0.003,0.01,0.001,,0.002,0.002
377,1.29,90327,rccd090327.0047_gregist,2454918.68238,22.008,18.818,,19.588,20.03,21.724,,18.75,19.314,19.335,0.014,0.001,,0.002,0.002,0.009,,0.001,0.002,0.002
378,1.36,90330,rccd090330.0062_gregist,2454921.73395,21.97,18.8,,19.564,20.006,21.708,,18.727,19.302,19.32,0.013,0.001,,0.002,0.002,0.011,,0.001,0.002,0.002
379,1.28,90402,rccd090402.0037_gregist,2454924.64824,22.044,,,19.599,20.043,21.744,,,19.289,19.361,0.021,,,0.002,0.003,0.013,,,0.002,0.002
380,1.28,90405,rccd090405.0045_gregist,2454927.64156,21.974,,,19.601,20.038,21.725,,,19.289,19.351,0.03,,,0.003,0.004,0.022,,,0.003,0.003
381,1.3,90407,rccd090407.0049_gregist,2454929.67103,22.07,,,19.629,20.081,21.811,,,19.311,,0.046,,,0.004,0.007,0.032,,,0.004,
382,1.29,90410,rccd090410.0030_gregist,2454932.64863,22.098,18.825,,19.604,20.052,21.747,,18.763,19.339,19.356,0.053,0.002,,0.005,0.006,0.028,,0.002,0.004,0.004
383,1.3,90413,rccd090413.0040_gregist,2454935.65511,22.012,18.809,,19.585,20.018,21.705,17.94,18.745,19.321,19.33,0.027,0.001,,0.003,0.004,0.017,0.001,0.002,0.002,0.002
384,1.34,90416,rccd090416.0056_gregist,2454938.67846,22.148,18.834,17.624,19.731,20.167,21.878,18.103,,19.419,19.483,0.022,0.015,0.001,0.002,0.003,0.013,0.001,,0.002,0.002
385,1.29,90418,rccd090418.0039_gregist,2454940.61659,22.134,18.999,17.647,19.752,20.195,21.885,18.126,18.675,19.461,19.507,0.017,0.001,0.001,0.002,0.003,0.011,0.001,0.002,0.002,0.002
386,1.3,90420,rccd090420.0045_gregist,2454942.63568,22.001,18.83,,19.591,20.034,21.748,,18.683,19.3,19.347,0.014,0.001,,0.002,0.002,0.011,,0.008,0.002,0.002
387,1.29,90423,rccd090423.0028_gregist,2454945.60800,21.95,18.775,,19.494,19.983,21.674,,18.71,19.276,19.302,0.017,0.001,,0.002,0.002,0.009,,0.001,0.002,0.002
388,1.33,90424,rccd090424.0012_gregist,2454946.51573,21.965,18.77,,19.539,19.986,21.681,,18.706,19.279,19.29,0.015,0.001,,0.002,0.002,0.01,,0.001,0.001,0.002
389,1.28,90424,rccd090424.0022_gregist,2454946.56822,21.969,18.771,,19.536,19.97,21.667,,18.703,19.276,19.287,0.013,0.001,,0.002,0.002,0.01,,0.001,0.001,0.002
390,1.3,90424,rccd090424.0030_gregist,2454946.62264,22.004,18.787,,19.554,19.993,21.708,,18.715,19.291,19.296,0.017,0.001,,0.002,0.002,0.009,,0.001,0.002,0.002
391,1.42,90424,rccd090424.0038_gregist,2454946.69407,21.984,18.823,,19.588,20.026,21.724,,18.751,19.328,19.34,0.015,0.001,,0.002,0.003,0.011,,0.001,0.002,0.002
392,1.61,90424,rccd090424.0046_gregist,2454946.74785,22.023,18.838,,19.606,20.039,21.729,,18.769,19.341,19.365,0.016,0.001,,0.002,0.003,0.01,,0.001,0.002,0.002
393,1.42,90429,rccd090429.0057_gregist,2454951.68036,21.983,18.827,,19.593,20.033,21.751,17.961,18.759,19.323,19.347,0.013,0.001,,0.002,0.002,0.01,0.001,0.001,0.002,0.002
394,1.3,90502,rccd090502.0034_gregist,2454954.60519,21.963,18.805,,19.57,20.015,21.743,,,19.269,19.323,0.022,0.001,,0.002,0.003,0.015,,,0.002,0.002
395,1.28,90504,rccd090504.0032_gregist,2454956.55658,22.06,18.821,17.482,19.584,20.019,21.708,17.955,18.891,19.302,19.341,0.035,0.002,0.001,0.003,0.004,0.017,0.001,0.003,0.002,0.003
396,1.32,90507,rccd090507.0048_gregist,2454959.60940,22.08,18.792,,19.559,19.981,21.603,17.927,18.729,19.313,19.321,0.055,0.003,,0.006,0.008,0.038,0.001,0.003,0.005,0.005
397,1.29,90510,rccd090510.0020_gregist,2454962.55892,22.021,18.793,,19.553,20.002,21.649,,18.72,19.273,19.318,0.042,0.002,,0.004,0.005,0.021,,0.002,0.003,0.003
398,1.38,90513,rccd090513.0038_gregist,2454965.62391,21.998,18.813,,19.579,20.015,21.698,17.939,18.729,19.321,19.327,0.024,0.001,,0.002,0.004,0.015,0.001,0.001,0.002,0.002
399,1.29,90515,rccd090515.0028_gregist,2454967.55082,21.944,18.793,,19.557,20.004,21.707,,18.714,19.268,19.311,0.013,0.001,,0.002,0.002,0.008,,0.001,0.001,0.002
400,1.32,90516,rccd090516.0028_gregist,2454968.58341,22.241,19.084,,19.851,20.286,21.936,18.213,19.007,19.57,19.602,0.017,0.001,,0.002,0.003,0.011,0.001,0.001,0.002,0.002
401,1.32,90518,rccd090518.0031_gregist,2454970.57725,21.963,18.792,,19.552,19.994,21.687,17.923,18.716,19.289,19.296,0.013,0.001,,0.002,0.002,0.007,0.001,0.001,0.001,0.001
402,1.34,90521,rccd090521.0022_gregist,2454973.58089,22.006,18.823,,19.571,20.029,21.712,,18.754,19.286,19.344,0.014,0.001,,0.002,0.002,0.009,,0.001,0.001,0.001
403,1.29,90523,rccd090523.0021_gregist,2454975.52883,21.987,18.803,,19.567,20.006,21.708,,18.73,19.289,19.316,0.014,0.001,,0.002,0.002,0.008,,0.001,0.001,0.001
404,1.3,90604,rccd090604.0015_gregist,2454987.51502,22.08,18.866,17.516,19.639,20.078,21.777,17.999,18.795,19.356,19.388,0.04,0.002,0.001,0.004,0.006,0.028,0.001,0.002,0.003,0.004
405,1.35,90605,rccd090605.0014_gregist,2454988.54691,22.124,18.809,,19.571,20.023,21.751,17.944,18.746,19.315,19.338,0.052,0.002,,0.004,0.005,0.028,0.001,0.002,0.004,0.004
406,1.36,90607,rccd090607.0021_gregist,2454990.54558,22.041,18.817,,19.589,20.031,21.747,17.949,18.753,19.328,19.345,0.054,0.002,,0.005,0.006,0.026,0.001,0.002,0.004,0.004
407,1.42,90610,rccd090610.0025_gregist,2454993.56641,21.984,18.808,,19.572,20.017,21.566,,18.739,19.303,19.331,0.028,0.001,,0.003,0.004,0.013,,0.002,0.003,0.002
408,1.47,90612,rccd090612.0026_gregist,2454995.57824,21.972,18.859,,19.62,20.057,21.753,17.995,,19.335,19.378,0.01,0.001,,0.002,0.002,0.009,0.001,,0.001,0.002
409,1.31,90613,rccd090613.0009_gregist,2454996.50137,22.037,18.897,,19.661,20.096,21.768,18.026,18.827,19.387,19.415,0.015,0.001,,0.002,0.002,0.009,0.001,0.001,0.002,0.002
410,1.36,110331,rccd110331.0054_gregist,2455652.73191,22.224,19.074,,19.844,20.273,21.991,18.203,19.001,19.547,19.59,0.016,0.001,,0.002,0.003,0.012,0.001,0.001,0.002,0.002
411,1.29,110402,rccd110402.0056_gregist,2455654.66245,22.221,19.042,,19.807,20.237,21.959,18.17,18.964,19.519,19.557,0.016,0.001,,0.002,0.003,0.011,0.001,0.001,0.002,0.002
412,1.29,110407,rccd110407.0068_gregist,2455659.65099,22.175,19.03,,19.801,20.24,21.974,18.161,18.956,19.511,19.545,0.018,0.001,,0.002,0.003,0.01,0.001,0.001,0.002,0.002
413,1.29,110421,rccd110421.0053_gregist,2455673.61442,22.199,19.026,17.696,19.797,20.243,21.953,18.155,18.949,19.512,19.539,0.033,0.001,0.001,0.003,0.004,0.018,0.001,0.002,0.003,0.003
414,1.29,110424,rccd110424.0045_gregist,2455676.56088,22.072,18.981,,19.755,20.193,21.908,,18.906,19.461,19.501,0.014,0.001,,0.002,0.003,0.012,,0.001,0.002,0.002
416,1.3,110510,rccd110510.0057_gregist,2455692.57620,22.142,19.006,,19.77,20.195,21.854,18.134,18.919,19.481,19.52,0.019,0.001,,0.003,0.004,0.016,0.001,0.001,0.002,0.002
417,1.28,110519,rccd110519.0013_gregist,2455701.52030,22.219,19.034,17.7,19.806,20.246,21.968,18.173,18.965,19.505,19.551,0.029,0.001,0.001,0.003,0.005,0.02,0.001,0.002,0.002,0.003
418,1.29,110524,rccd110524.0030_gregist,2455706.52866,22.259,19.064,17.737,19.841,20.27,21.988,18.198,18.993,19.544,19.581,0.013,0.001,0.001,0.002,0.003,0.011,0.001,0.001,0.002,0.002
419,1.58,110602,rccd110602.0064_gregist,2455715.63730,22.207,19.083,17.768,19.864,20.312,22.037,18.222,19.015,19.566,19.606,0.018,0.001,0.001,0.002,0.003,0.011,0.001,0.001,0.002,0.002
420,1.39,110625,rccd110625.0031_gregist,2455738.51309,22.17,19.014,17.678,19.79,20.237,21.934,18.151,18.941,19.49,19.536,0.014,0.001,0.001,0.002,0.002,0.011,0.001,0.001,0.002,0.002
421,1.37,110628,rccd110628.0013_gregist,2455741.49653,22.224,19.041,17.707,19.814,20.257,21.954,18.171,18.963,19.519,19.55,0.015,0.001,0.001,0.002,0.003,0.01,0.001,0.001,0.002,0.002
422,1.55,110719,rccd110719.0011_gregist,2455762.50095,22.179,19.103,17.777,19.883,20.322,22.01,18.245,19.035,19.591,19.621,0.018,0.001,0.001,0.002,0.003,0.011,0.001,0.001,0.002,0.002
423,1.47,110722,rccd110722.0002_gregist,2455765.46996,22.214,19.075,17.738,19.839,20.282,21.983,18.204,19.0,19.549,19.584,0.018,0.001,0.001,0.002,0.003,0.012,0.001,0.001,0.002,0.002
424,1.54,110724,rccd110724.0002_gregist,2455767.48434,22.26,19.104,17.771,19.876,20.314,22.007,18.244,19.031,19.583,19.607,0.016,0.001,0.001,0.002,0.003,0.012,0.001,0.002,0.002,0.002
425,1.28,120420,rccd120420.0050_gregist,2456038.60482,21.809,18.634,,19.388,19.841,21.522,17.77,18.573,19.029,19.149,0.02,0.001,,0.002,0.003,0.012,0.001,0.001,0.002,0.002
426,1.29,120423,rccd120423.0052_gregist,2456041.60840,21.899,18.682,17.328,19.437,19.894,21.552,17.822,18.621,19.085,19.196,0.027,0.001,0.001,0.002,0.003,0.014,0.001,0.001,0.002,0.003
427,1.28,120430,rccd120430.0033_gregist,2456048.57656,21.836,18.645,,19.411,19.861,21.503,17.788,18.589,19.044,19.168,0.037,0.002,,0.003,0.005,0.021,0.001,0.002,0.003,0.003
428,1.28,120503,rccd120503.0013_gregist,2456051.56025,21.953,18.771,17.419,19.504,19.982,21.697,17.913,18.714,19.165,19.308,0.076,0.004,0.001,0.006,0.009,0.048,0.002,0.004,0.005,0.007
429,1.28,120506,rccd120506.0045_gregist,2456054.55441,22.522,19.01,17.672,19.782,20.201,21.634,18.159,18.958,19.386,19.54,0.161,0.006,0.002,0.01,0.016,0.063,0.003,0.006,0.01,0.011
430,1.29,120509,rccd120509.0025_gregist,2456057.50929,21.802,18.623,,19.366,19.832,21.535,,18.585,19.042,19.141,0.022,0.001,,0.002,0.004,0.014,,0.001,0.002,0.002
431,1.28,120512,rccd120512.0039_gregist,2456060.54598,21.844,18.653,,19.413,19.866,21.553,17.791,18.592,19.056,19.168,0.02,0.001,,0.002,0.003,0.012,0.001,0.001,0.002,0.002
432,1.28,120513,rccd120513.0040_gregist,2456061.53213,21.841,18.667,17.312,19.425,19.879,21.564,17.809,18.609,19.079,19.184,0.017,0.001,0.001,0.002,0.004,0.015,0.001,0.001,0.002,0.002
433,1.29,120516,rccd120516.0045_gregist,2456064.55111,21.431,18.779,,19.541,19.983,21.665,17.918,18.721,19.185,19.302,0.015,0.002,,0.003,0.004,0.017,0.001,0.002,0.002,0.002
434,1.29,120519,rccd120519.0035_gregist,2456067.53081,21.842,18.643,,19.401,19.856,21.542,17.78,18.582,19.042,19.168,0.023,0.001,,0.002,0.003,0.012,0.001,0.001,0.002,0.002
435,1.38,120522,rccd120522.0047_gregist,2456070.59905,21.853,18.694,17.34,19.452,19.9,21.596,17.829,18.632,19.096,19.207,0.022,0.001,0.001,0.002,0.003,0.013,0.001,0.001,0.002,0.002
436,1.3,120530,rccd120530.0038_gregist,2456078.51848,21.798,18.655,17.298,19.411,19.864,21.62,17.795,18.598,19.062,19.177,0.037,0.002,0.001,0.004,0.005,0.024,0.001,0.002,0.003,0.003
437,1.29,120601,rccd120601.0020_gregist,2456080.51190,21.882,18.649,,19.393,19.817,21.542,17.783,18.586,19.048,19.174,0.045,0.003,,0.005,0.007,0.033,0.001,0.003,0.004,0.004
438,1.33,120604,rccd120604.0034_gregist,2456083.53359,21.982,18.667,17.315,19.427,19.867,21.564,17.803,18.61,19.073,19.191,0.071,0.003,0.001,0.006,0.009,0.042,0.001,0.003,0.005,0.005
439,1.32,120607,rccd120607.0011_gregist,2456086.51693,21.857,18.712,17.351,19.468,19.913,21.589,17.85,18.645,19.118,19.22,0.022,0.001,0.001,0.002,0.003,0.015,0.001,0.002,0.002,0.002
440,1.32,120613,rccd120613.0034_gregist,2456092.50193,21.837,18.671,17.317,19.425,19.873,21.566,17.81,18.621,19.078,19.192,0.022,0.001,0.001,0.002,0.003,0.015,0.001,0.001,0.002,0.002
441,1.29,120615,rccd120615.0018_gregist,2456094.47141,21.686,18.657,17.306,19.413,19.867,21.547,17.796,18.599,19.061,19.162,0.016,0.001,0.001,0.002,0.003,0.014,0.001,0.002,0.002,0.002
442,1.34,120621,rccd120621.0030_gregist,2456100.49799,21.784,18.623,,19.385,19.83,21.53,17.759,18.563,19.036,19.144,0.019,0.001,,0.002,0.003,0.014,0.001,0.001,0.002,0.002
443,1.32,120624,rccd120624.0014_gregist,2456103.47415,21.828,18.613,,19.379,19.819,21.514,17.752,18.55,19.023,19.133,0.02,0.001,,0.002,0.003,0.015,0.001,0.002,0.002,0.002
444,1.54,120706,rccd120706.0025_gregist,2456115.53173,21.875,18.708,17.364,19.471,19.911,21.606,17.851,18.648,19.119,19.223,0.02,0.001,0.001,0.003,0.003,0.013,0.001,0.001,0.002,0.002
445,1.36,120709,rccd120709.0007_gregist,2456118.46152,21.824,18.665,17.334,19.431,19.881,21.543,17.805,18.638,19.101,19.191,0.024,0.001,0.001,0.003,0.004,0.014,0.001,0.001,0.002,0.002
446,1.73,120712,rccd120712.0020_gregist,2456121.55567,21.938,18.769,17.424,19.523,19.978,21.605,17.909,18.703,19.175,19.282,0.019,0.001,0.001,0.002,0.003,0.014,0.001,0.001,0.002,0.002
447,1.72,120715,rccd120715.0026_gregist,2456124.54561,21.881,18.691,17.353,19.454,19.908,21.602,17.838,18.631,19.107,19.206,0.018,0.001,0.001,0.002,0.003,0.012,0.001,0.001,0.002,0.002
448,1.65,120721,rccd120721.0037_gregist,2456130.51544,22.061,18.859,17.518,19.631,20.062,21.774,18.003,18.804,19.27,19.38,0.025,0.002,0.001,0.003,0.004,0.017,0.001,0.002,0.002,0.003
449,1.4,121221,rccd121221.0112_gregist,2456283.81430,21.846,18.724,,19.484,19.941,21.621,17.869,18.677,19.138,19.238,0.019,0.001,,0.002,0.003,0.013,0.001,0.001,0.002,0.002
450,1.44,121223,rccd121223.0129_gregist,2456285.79546,21.9,18.703,,19.455,19.924,21.607,17.846,18.654,19.108,19.229,0.022,0.001,,0.003,0.004,0.014,0.001,0.001,0.002,0.002
451,1.41,121229,rccd121229.0123_gregist,2456291.78953,21.968,18.742,,19.507,19.957,21.586,17.893,18.703,19.182,19.289,0.058,0.003,,0.006,0.008,0.039,0.001,0.003,0.005,0.005
452,1.46,130101,rccd130101.0106_gregist,2456294.76391,21.868,18.743,,19.497,19.948,21.671,,18.683,19.129,19.254,0.04,0.002,,0.004,0.007,0.028,,0.002,0.003,0.003
453,1.3,130105,rccd130105.0094_gregist,2456298.84285,21.933,18.728,17.402,19.522,19.96,21.63,17.896,18.693,19.166,19.272,0.028,0.002,0.001,0.003,0.004,0.018,0.001,0.002,0.002,0.003
454,1.31,130108,rccd130108.0105_gregist,2456301.82323,21.894,18.752,17.388,19.51,19.961,21.659,17.892,18.72,19.154,19.265,0.018,0.001,0.001,0.002,0.003,0.014,0.001,0.001,0.002,0.002
455,1.37,130113,rccd130113.0116_gregist,2456306.76759,22.02,18.836,17.484,19.603,20.048,21.614,17.983,18.784,19.254,19.36,0.021,0.001,0.001,0.003,0.003,0.015,0.001,0.002,0.002,0.002
456,1.33,130116,rccd130116.0236_gregist,2456309.78462,22.416,19.184,17.832,19.95,20.389,22.066,18.313,19.127,19.584,19.708,0.036,0.002,0.001,0.003,0.004,0.019,0.001,0.002,0.003,0.003
458,1.29,130122,rccd130122.0112_gregist,2456315.80127,21.664,18.695,,19.464,19.893,21.602,,18.636,19.112,19.225,0.017,0.001,,0.002,0.003,0.013,,0.001,0.002,0.002
459,1.34,130125,rccd130125.0117_gregist,2456318.75070,21.869,18.675,,19.435,19.885,21.501,17.818,18.626,19.088,19.203,0.051,0.003,,0.006,0.007,0.037,0.001,0.003,0.005,0.005
460,1.32,130128,rccd130128.0088_gregist,2456321.75321,21.964,18.685,17.339,19.456,19.896,21.63,17.825,18.629,19.093,19.208,0.054,0.003,0.001,0.005,0.007,0.039,0.001,0.003,0.004,0.004
461,1.39,130209,rccd130209.0035_gregist,2456333.68344,21.881,18.719,,19.485,19.931,21.59,17.855,18.662,19.132,19.238,0.024,0.001,,0.002,0.003,0.013,0.001,0.001,0.002,0.002
462,1.3,130212,rccd130212.0044_gregist,2456336.73335,21.839,18.668,,19.436,19.884,21.566,,18.608,19.077,19.187,0.02,0.001,,0.002,0.003,0.013,,0.001,0.002,0.002
463,1.28,130215,rccd130215.0064_gregist,2456339.76683,21.787,18.655,,19.427,19.881,21.589,17.799,18.607,19.08,19.177,0.016,0.001,,0.002,0.003,0.012,0.001,0.001,0.002,0.002
464,1.28,130219,rccd130219.0069_gregist,2456343.74818,21.896,18.69,17.364,19.458,19.917,21.594,17.836,18.662,19.114,19.216,0.02,0.001,0.001,0.002,0.003,0.012,0.001,0.001,0.002,0.002
465,1.29,130226,rccd130226.0069_gregist,2456350.71648,21.937,18.691,,19.437,19.945,21.629,,18.642,19.106,19.212,0.062,0.003,,0.005,0.009,0.038,,0.003,0.004,0.004
466,1.29,130301,rccd130301.0078_gregist,2456353.76215,21.957,18.713,17.36,19.47,19.919,21.638,17.841,18.675,19.111,19.232,0.04,0.002,0.001,0.004,0.005,0.028,0.001,0.002,0.003,0.003
