,airmass,date,fname,juliandate,mag1,mag10,mag2,mag3,mag4,mag5,mag6,mag7,mag8,mag9,merr1,merr10,merr2,merr3,merr4,merr5,merr6,merr7,merr8,merr9
467,1.31,130305,rccd130305.0039_gregist,2456357.66379,21.939,18.75,17.411,19.53,19.979,21.646,17.88,18.708,19.17,19.27,0.017,0.001,0.001,0.002,0.003,0.014,0.001,0.002,0.002,0.002
468,1.29,130311,rccd130311.0067_gregist,2456363.68259,21.819,18.685,,19.45,19.887,21.601,17.822,18.628,19.076,19.203,0.018,0.001,,0.002,0.003,0.014,0.001,0.001,0.002,0.002
469,1.3,130315,rccd130315.0078_gregist,2456367.73510,21.911,18.71,,19.467,19.927,21.604,17.849,18.65,19.125,19.227,0.021,0.001,,0.002,0.003,0.012,0.001,0.001,0.002,0.002
470,1.3,130318,rccd130318.0005_gregist,2456370.63988,21.876,18.706,,19.471,19.924,21.617,17.849,18.654,19.112,19.23,0.023,0.001,,0.003,0.003,0.013,0.001,0.001,0.002,0.002
471,1.28,130322,rccd130322.0068_gregist,2456374.65868,21.825,18.716,,19.479,19.925,21.568,17.858,18.657,19.128,19.227,0.035,0.002,,0.004,0.005,0.023,0.001,0.002,0.003,0.003
472,1.33,130325,rccd130325.0079_gregist,2456377.73054,21.998,18.733,,19.489,19.941,21.738,17.864,18.669,19.122,19.248,0.068,0.003,,0.006,0.008,0.039,0.002,0.003,0.005,0.005
473,1.28,130328,rccd130328.0062_gregist,2456380.65250,21.937,18.735,,19.49,19.962,21.648,17.864,18.68,19.151,19.261,0.07,0.003,,0.006,0.008,0.035,0.002,0.003,0.004,0.005
474,1.28,130402,rccd130402.0048_gregist,2456385.65555,21.879,18.709,17.36,19.468,19.925,21.625,17.852,18.645,19.114,19.227,0.021,0.001,0.001,0.002,0.003,0.013,0.001,0.001,0.002,0.002
475,1.45,130410,rccd130410.0077_gregist,2456393.74281,21.947,18.779,17.443,19.544,19.999,21.709,17.914,18.721,19.197,19.298,0.023,0.002,0.001,0.003,0.004,0.016,0.001,0.002,0.002,0.003
476,1.28,130413,rccd130413.0045_gregist,2456396.60217,21.946,18.733,,19.503,19.884,21.557,17.87,18.676,19.145,19.252,0.023,0.001,,0.003,0.004,0.015,0.001,0.001,0.002,0.002
477,1.28,130416,rccd130416.0049_gregist,2456399.59624,21.926,18.714,,19.475,19.926,21.186,,18.658,19.122,19.226,0.023,0.002,,0.002,0.004,0.011,,0.002,0.002,0.002
478,1.32,130419,rccd130419.0060_gregist,2456402.65181,22.004,18.762,17.425,19.535,19.97,21.684,17.902,18.733,19.184,19.286,0.033,0.002,0.001,0.003,0.005,0.02,0.001,0.002,0.003,0.003
480,1.5,130505,rccd130505.0050_gregist,2456418.69148,21.966,18.753,17.409,19.52,19.973,21.674,17.895,18.692,19.154,19.273,0.027,0.001,0.001,0.002,0.004,0.015,0.001,0.002,0.002,0.002
481,1.31,130510,rccd130510.0037_gregist,2456422.59337,21.962,18.722,17.381,19.485,19.938,21.64,17.859,18.667,19.144,19.233,0.025,0.001,0.001,0.002,0.003,0.014,0.001,0.001,0.002,0.002
482,1.28,130515,rccd130515.0015_gregist,2456428.53556,21.858,18.692,,19.459,19.91,21.615,17.831,18.639,19.105,19.204,0.022,0.001,,0.003,0.004,0.014,0.001,0.001,0.002,0.002
483,1.28,130520,rccd130520.0011_gregist,2456433.52227,22.002,18.762,17.428,19.547,19.986,21.758,17.91,18.709,19.182,19.273,0.042,0.002,0.001,0.005,0.006,0.029,0.001,0.002,0.003,0.004
484,1.51,130523,rccd130523.0049_gregist,2456436.64359,22.041,18.718,,19.475,19.934,21.719,17.861,18.673,19.149,19.262,0.074,0.003,,0.007,0.011,0.056,0.002,0.004,0.006,0.006
485,1.3,130529,rccd130529.0011_gregist,2456442.53265,21.86,18.702,,19.464,19.903,21.609,17.839,18.643,19.123,19.223,0.02,0.001,,0.002,0.003,0.013,0.001,0.001,0.002,0.002
486,1.37,130602,rccd130602.0025_gregist,2456446.56340,21.953,18.77,,19.545,19.986,21.674,17.912,18.713,19.189,19.304,0.022,0.001,,0.003,0.004,0.015,0.001,0.001,0.002,0.002
487,1.38,130604,rccd130604.0015_gregist,2456448.56608,21.313,18.726,17.391,19.503,19.958,21.606,17.868,18.67,19.153,19.253,0.011,0.001,0.001,0.002,0.003,0.012,0.001,0.001,0.002,0.002
488,1.37,130608,rccd130608.0010_gregist,2456452.55040,21.845,18.706,,19.468,19.931,21.594,17.851,18.653,19.132,19.241,0.019,0.001,,0.002,0.003,0.013,0.001,0.001,0.002,0.002
489,1.36,130611,rccd130611.0010_gregist,2456455.53762,21.93,18.739,17.393,19.497,19.956,21.659,17.878,18.68,19.151,19.261,0.018,0.001,0.001,0.002,0.003,0.012,0.001,0.001,0.002,0.002
490,1.35,130614,rccd130614.0006_gregist,2456458.52351,21.902,18.724,17.378,19.493,19.941,21.631,17.869,18.666,19.132,19.243,0.023,0.002,0.001,0.003,0.004,0.018,0.001,0.002,0.002,0.002
491,1.4,130621,rccd130621.0006_gregist,2456465.52593,21.98,18.732,17.411,19.52,19.96,21.386,17.885,18.698,19.169,19.261,0.062,0.003,0.001,0.006,0.009,0.034,0.001,0.003,0.005,0.005
492,1.49,130629,rccd130629.0012_gregist,2456473.53630,22.007,18.779,17.44,19.544,19.993,21.693,17.926,18.721,19.2,19.291,0.021,0.001,0.001,0.003,0.004,0.015,0.001,0.001,0.002,0.002
493,1.39,130702,rccd130702.0010_gregist,2456476.49132,21.908,18.744,17.4,19.514,19.957,21.654,17.882,18.689,19.157,19.26,0.024,0.001,0.001,0.003,0.004,0.017,0.001,0.001,0.002,0.002
494,1.42,130707,rccd130707.0003_gregist,2456481.49146,21.928,18.833,17.493,19.601,20.017,21.727,17.973,18.771,19.245,19.341,0.018,0.001,0.001,0.002,0.003,0.013,0.001,0.002,0.002,0.003
495,1.73,130712,rccd130712.0022_gregist,2456486.55788,22.021,18.794,17.463,19.56,20.01,21.713,17.938,18.739,19.219,19.313,0.025,0.002,0.001,0.002,0.003,0.017,0.001,0.002,0.002,0.003
496,1.76,130715,rccd130715.0007_gregist,2456489.55374,22.104,18.784,17.458,19.56,20.009,21.661,17.927,18.733,19.241,19.251,0.042,0.002,0.001,0.003,0.004,0.022,0.001,0.002,0.003,0.003
497,1.72,131113,rccd131113.0117_gregist,2456610.83461,22.354,19.146,17.804,19.899,20.332,22.036,18.281,19.096,19.574,19.655,0.043,0.002,0.001,0.004,0.005,0.024,0.001,0.002,0.003,0.003
498,1.67,131121,rccd131121.0070_gregist,2456618.82311,22.192,18.88,,19.642,20.095,21.763,18.014,18.85,19.3,19.415,0.048,0.002,,0.004,0.006,0.028,0.001,0.002,0.004,0.004
499,1.54,131124,rccd131124.0090_gregist,2456621.84283,22.446,19.224,17.895,19.987,20.408,22.146,18.365,19.184,19.631,19.749,0.063,0.003,0.001,0.005,0.008,0.043,0.001,0.003,0.005,0.005
500,1.56,131201,rccd131201.0094_gregist,2456628.82075,22.044,18.907,17.571,19.664,20.099,21.836,18.045,18.848,19.314,19.417,0.027,0.002,0.001,0.003,0.004,0.018,0.001,0.002,0.002,0.003
501,1.51,131205,rccd131205.0067_gregist,2456632.82206,22.079,18.882,17.539,19.647,20.093,21.789,18.02,18.826,19.278,19.394,0.027,0.002,0.001,0.003,0.004,0.016,0.001,0.002,0.002,0.002
502,1.39,131214,rccd131214.0088_gregist,2456641.83962,22.065,18.895,17.55,19.658,20.109,21.702,18.03,18.826,19.292,19.422,0.037,0.002,0.001,0.003,0.005,0.021,0.001,0.002,0.003,0.003
503,1.44,131218,rccd131218.0038_gregist,2456645.80799,22.034,18.91,17.56,19.654,20.121,21.819,18.052,18.821,19.303,19.429,0.06,0.003,0.001,0.006,0.007,0.034,0.001,0.003,0.005,0.005
504,1.37,131221,rccd131221.0104_gregist,2456648.82788,22.094,18.879,17.52,19.623,20.085,21.798,18.013,18.816,19.268,19.406,0.039,0.002,0.001,0.005,0.006,0.028,0.001,0.002,0.003,0.004
505,1.35,131226,rccd131226.0096_gregist,2456653.82482,22.034,18.923,17.56,19.683,20.121,21.756,18.047,18.872,19.318,19.427,0.028,0.002,0.001,0.003,0.005,0.021,0.001,0.002,0.002,0.003
506,1.41,131229,rccd131229.0073_gregist,2456656.78959,22.092,18.867,17.523,19.633,20.06,21.791,18.012,18.817,19.267,19.393,0.025,0.001,0.001,0.002,0.004,0.016,0.001,0.001,0.002,0.002
507,1.33,140101,rccd140101.0095_gregist,2456659.82015,22.026,18.888,,19.626,20.098,21.801,18.025,18.824,19.281,19.408,0.027,0.001,,0.003,0.004,0.018,0.001,0.002,0.002,0.002
508,1.36,140104,rccd140104.0067_gregist,2456662.79528,22.118,18.911,,19.676,20.122,21.85,18.047,18.844,19.318,19.436,0.023,0.001,,0.003,0.004,0.016,0.001,0.001,0.002,0.002
509,1.32,140107,rccd140107.0084_gregist,2456665.81781,22.08,18.938,17.597,19.708,20.154,21.749,18.083,18.877,19.36,19.466,0.027,0.002,0.001,0.003,0.004,0.014,0.001,0.002,0.002,0.003
510,1.34,140113,rccd140113.0105_gregist,2456671.78438,22.151,18.945,,19.724,20.13,21.837,18.086,18.882,19.347,19.48,0.055,0.003,,0.006,0.01,0.043,0.001,0.003,0.004,0.005
511,1.32,140115,rccd140115.0087_gregist,2456673.79507,22.233,18.948,17.604,19.721,20.146,21.881,18.084,18.883,19.341,19.479,0.085,0.003,0.001,0.006,0.009,0.051,0.002,0.004,0.006,0.006
512,1.29,140119,rccd140119.0100_gregist,2456677.81671,22.167,18.909,,19.684,20.115,21.799,18.042,18.843,19.323,19.436,0.051,0.003,,0.005,0.006,0.027,0.001,0.003,0.004,0.004
513,1.38,140122,rccd140122.0069_gregist,2456680.73572,22.642,19.56,18.215,20.319,20.758,22.168,18.695,19.499,19.974,20.075,0.085,0.004,0.002,0.007,0.011,0.046,0.002,0.004,0.007,0.007
514,1.3,140125,rccd140125.0084_gregist,2456683.78560,22.246,18.98,,19.756,20.193,21.756,18.122,18.913,19.387,19.499,0.034,0.002,,0.003,0.004,0.017,0.001,0.002,0.002,0.003
515,1.4,140129,rccd140129.0062_gregist,2456687.71066,22.258,19.03,17.681,19.798,20.231,21.816,18.17,18.964,19.428,19.541,0.027,0.002,0.001,0.003,0.004,0.014,0.001,0.002,0.003,0.003
516,1.29,140202,rccd140202.0075_gregist,2456691.78337,22.072,18.916,17.566,19.682,20.123,21.849,18.055,18.846,19.313,19.429,0.02,0.001,0.001,0.003,0.004,0.016,0.001,0.001,0.002,0.002
517,1.3,140205,rccd140205.0060_gregist,2456694.75012,22.166,18.92,17.575,19.682,20.134,21.831,18.063,18.894,19.328,19.45,0.03,0.001,0.001,0.003,0.004,0.016,0.001,0.001,0.002,0.002
518,1.39,140207,rccd140207.0064_gregist,2456696.69094,22.066,18.93,17.586,19.687,20.152,21.839,18.073,18.901,19.352,19.454,0.028,0.002,0.001,0.003,0.005,0.019,0.001,0.002,0.003,0.003
519,1.3,140210,rccd140210.0058_gregist,2456699.74082,22.113,18.936,17.586,19.681,20.15,21.904,18.068,18.901,19.341,19.454,0.048,0.002,0.001,0.004,0.005,0.028,0.001,0.002,0.004,0.004
520,1.29,140214,rccd140214.0072_gregist,2456703.75330,22.087,19.013,17.67,19.768,20.245,21.922,18.159,18.973,19.402,19.532,0.075,0.004,0.001,0.008,0.011,0.045,0.002,0.004,0.006,0.007
521,1.38,140219,rccd140219.0051_gregist,2456708.65987,22.302,18.978,17.619,20.023,20.5,21.896,18.117,18.928,19.397,19.516,0.056,0.002,0.001,0.006,0.011,0.052,0.001,0.002,0.004,0.004
522,1.28,140222,rccd140222.0065_gregist,2456711.73612,22.141,18.966,,19.748,20.187,21.857,18.109,18.943,19.402,19.49,0.032,0.002,,0.003,0.005,0.021,0.001,0.002,0.002,0.003
523,1.29,140224,rccd140224.0055_gregist,2456713.72541,22.059,18.911,17.624,19.75,20.193,21.864,18.115,18.941,19.406,19.503,0.025,0.011,0.001,0.003,0.004,0.014,0.001,0.001,0.002,0.002
524,1.45,140226,rccd140226.0041_gregist,2456715.61589,22.071,18.851,,19.609,20.076,21.764,,18.781,19.288,19.36,0.021,0.001,,0.003,0.004,0.015,,0.001,0.002,0.002
525,1.28,140301,rccd140301.0061_gregist,2456718.71770,22.065,18.841,17.516,19.608,20.066,21.751,17.975,18.776,19.403,19.351,0.024,0.001,0.001,0.003,0.003,0.016,0.001,0.001,0.003,0.002
526,1.28,140304,rccd140304.0066_gregist,2456721.73227,22.07,18.891,,19.657,20.111,21.603,18.028,18.834,19.314,19.41,0.027,0.001,,0.003,0.004,0.014,0.001,0.002,0.002,0.002
527,1.28,140307,rccd140307.0066_gregist,2456724.69864,22.017,18.842,17.505,19.613,20.064,21.744,17.982,18.775,19.241,19.344,0.023,0.001,0.001,0.003,0.004,0.015,0.001,0.001,0.002,0.002
528,1.33,140310,rccd140310.0042_gregist,2456727.63812,21.961,18.791,,19.556,20.008,21.72,17.918,18.726,19.183,19.301,0.037,0.002,,0.003,0.004,0.023,0.001,0.002,0.003,0.003
529,1.3,140314,rccd140314.0070_gregist,2456731.73812,22.113,18.836,17.496,19.599,20.046,21.683,17.971,18.771,19.237,19.364,0.071,0.003,0.001,0.006,0.009,0.038,0.002,0.003,0.004,0.005
530,1.33,140318,rccd140318.0036_gregist,2456735.61223,22.204,18.873,17.542,19.625,20.082,21.973,18.006,18.805,19.273,19.407,0.085,0.003,0.001,0.006,0.01,0.06,0.001,0.003,0.005,0.005
531,1.32,140321,rccd140321.0062_gregist,2456738.73458,22.01,18.788,,19.552,20.002,21.599,17.926,18.723,19.198,19.315,0.034,0.002,,0.004,0.005,0.019,0.001,0.002,0.003,0.003
532,1.32,140324,rccd140324.0071_gregist,2456741.72538,21.961,18.801,,19.564,20.02,21.726,17.935,18.738,19.21,19.321,0.025,0.001,,0.003,0.003,0.016,0.001,0.001,0.002,0.002
533,1.32,140328,rccd140328.0071_gregist,2456745.71689,21.863,18.816,17.493,19.593,20.029,21.715,17.951,18.741,19.238,19.34,0.023,0.001,0.001,0.003,0.004,0.016,0.001,0.001,0.002,0.002
534,1.29,140331,rccd140331.0047_gregist,2456748.62281,21.971,18.822,17.5,19.592,20.035,21.741,17.96,18.76,19.25,19.341,0.02,0.001,0.001,0.003,0.004,0.016,0.001,0.002,0.002,0.003
535,1.28,140403,rccd140403.0055_gregist,2456751.63395,22.12,18.941,17.605,19.705,20.168,21.779,18.077,18.871,19.364,19.46,0.024,0.002,0.001,0.003,0.004,0.016,0.001,0.002,0.002,0.003
536,1.28,140409,rccd140409.0026_gregist,2456757.63093,22.008,18.808,17.47,19.573,20.013,21.772,17.936,18.767,19.245,19.328,0.037,0.002,0.001,0.004,0.005,0.024,0.001,0.002,0.003,0.003
537,1.29,140412,rccd140412.0044_gregist,2456760.59416,22.136,18.78,,19.54,19.979,21.66,,18.745,19.201,19.301,0.061,0.003,,0.005,0.007,0.031,,0.003,0.004,0.005
538,1.28,140415,rccd140415.0042_gregist,2456763.61079,22.054,18.791,,19.568,19.993,21.539,,18.771,19.227,19.322,0.073,0.003,,0.006,0.009,0.034,,0.003,0.005,0.006
539,1.35,140419,rccd140419.0063_gregist,2456767.67806,22.07,18.8,,19.576,20.014,21.731,17.938,18.745,19.222,19.33,0.037,0.002,,0.003,0.005,0.022,0.001,0.002,0.003,0.003
540,1.28,140423,rccd140423.0037_gregist,2456771.58082,21.961,18.782,,19.544,20.0,21.672,17.912,18.713,19.185,19.303,0.021,0.002,,0.003,0.004,0.015,0.001,0.001,0.002,0.003
541,1.28,140516,rccd140516.0027_gregist,2456794.53452,22.705,19.296,17.977,20.059,20.527,22.09,18.431,19.266,19.766,19.836,0.128,0.004,0.001,0.009,0.013,0.058,0.002,0.004,0.007,0.007
542,1.28,140525,rccd140525.0016_gregist,2456803.49178,22.181,18.943,17.637,19.721,20.174,21.882,18.082,18.884,19.343,19.457,0.025,0.001,0.001,0.003,0.004,0.018,0.001,0.002,0.002,0.003
543,1.3,140531,rccd140531.0019_gregist,2456809.52141,21.744,18.816,17.516,19.596,20.045,21.746,17.961,18.769,19.247,19.336,0.016,0.001,0.001,0.003,0.004,0.015,0.001,0.001,0.002,0.002
544,1.38,140616,rccd140616.0021_gregist,2456825.53385,21.947,18.828,,19.594,20.036,21.725,17.956,18.789,19.279,19.337,0.024,0.002,,0.002,0.004,0.014,0.001,0.001,0.002,0.002
545,1.4,140627,rccd140627.0018_gregist,2456836.51314,22.109,18.961,17.653,19.733,20.182,21.865,18.1,18.926,19.402,19.488,0.024,0.002,0.001,0.003,0.004,0.016,0.001,0.002,0.002,0.003
546,1.65,140717,rccd140717.0025_gregist,2456856.53023,22.014,18.872,17.557,19.643,20.093,21.828,18.012,18.807,19.306,19.389,0.023,0.001,0.001,0.003,0.004,0.015,0.001,0.002,0.002,0.002
547,1.43,141217,rccd141217.0079_gregist,2457009.81506,22.204,18.918,17.577,19.676,20.123,21.872,18.057,18.848,19.326,19.433,0.027,0.002,0.001,0.003,0.004,0.018,0.001,0.002,0.002,0.003
548,1.36,141220,rccd141220.0097_gregist,2457012.83600,22.077,18.927,17.592,19.695,20.124,21.837,18.07,18.86,19.233,19.437,0.021,0.001,0.001,0.003,0.004,0.016,0.001,0.001,0.013,0.002
549,1.35,141222,rccd141222.0087_gregist,2457014.83310,22.104,18.933,17.606,19.708,20.148,21.8,18.075,18.869,19.343,19.463,0.026,0.002,0.001,0.003,0.004,0.014,0.001,0.002,0.002,0.003
550,1.33,141225,rccd141225.0103_gregist,2457017.83675,22.099,18.964,17.628,19.737,20.186,21.756,18.107,18.898,19.376,19.492,0.022,0.001,0.001,0.003,0.003,0.013,0.001,0.001,0.002,0.002
551,1.37,141228,rccd141228.0101_gregist,2457020.80974,21.982,18.843,17.505,19.619,20.055,21.732,17.98,18.782,19.268,19.36,0.02,0.001,0.001,0.002,0.003,0.014,0.001,0.002,0.002,0.002
552,1.35,150103,rccd150103.0038_gregist,2457026.80173,22.185,18.832,17.502,19.585,20.038,21.688,17.971,18.765,19.251,19.359,0.072,0.003,0.001,0.006,0.009,0.039,0.001,0.003,0.005,0.005
553,1.3,150108,rccd150108.0076_gregist,2457031.82629,22.006,18.827,,19.606,20.05,21.658,17.969,18.758,19.241,19.345,0.042,0.002,,0.004,0.006,0.026,0.001,0.002,0.003,0.004
554,1.36,150111,rccd150111.0064_gregist,2457034.77611,22.011,18.826,,19.588,20.032,21.683,17.961,18.752,19.234,19.344,0.031,0.002,,0.003,0.004,0.017,0.001,0.002,0.003,0.003
555,1.39,150114,rccd150114.0065_gregist,2457037.75296,22.095,18.854,,19.623,20.075,21.765,17.991,18.79,19.263,19.37,0.028,0.002,,0.002,0.004,0.017,0.001,0.002,0.002,0.002
556,1.28,150117,rccd150117.0152_gregist,2457040.85615,22.008,18.84,,19.611,20.057,21.709,17.983,18.77,19.259,19.364,0.022,0.001,,0.002,0.003,0.014,0.001,0.001,0.002,0.002
557,1.28,150125,rccd150125.0077_gregist,2457048.81306,22.105,18.895,17.563,19.661,20.115,21.814,18.032,18.823,19.318,19.42,0.023,0.001,0.001,0.003,0.004,0.014,0.001,0.002,0.002,0.002
558,1.28,150129,rccd150129.0070_gregist,2457052.79128,22.037,18.832,,19.586,20.051,21.715,,18.764,19.236,19.359,0.024,0.001,,0.002,0.004,0.014,,0.001,0.002,0.002
559,1.33,150202,rccd150202.0059_gregist,2457056.73321,21.924,18.806,17.487,19.58,20.022,21.688,17.953,18.756,19.233,19.351,0.06,0.003,0.001,0.006,0.008,0.037,0.001,0.003,0.004,0.005
560,1.31,150205,rccd150205.0049_gregist,2457059.73919,22.175,18.869,,19.612,20.066,21.722,17.997,18.834,19.281,19.367,0.073,0.003,,0.006,0.008,0.04,0.001,0.003,0.005,0.005
561,1.35,150208,rccd150208.0054_gregist,2457062.70514,22.208,18.917,17.586,19.68,20.136,21.696,18.046,18.845,19.331,19.431,0.057,0.002,0.001,0.005,0.007,0.028,0.001,0.002,0.004,0.004
562,1.32,150211,rccd150211.0046_gregist,2457065.71346,22.18,18.906,17.574,19.662,20.119,21.771,18.042,18.835,19.319,19.427,0.032,0.002,0.001,0.003,0.005,0.02,0.001,0.002,0.003,0.003
563,1.34,150215,rccd150215.0055_gregist,2457069.69027,22.045,18.86,,19.63,20.072,21.732,17.996,18.795,19.266,19.377,0.026,0.002,,0.002,0.004,0.015,0.001,0.002,0.002,0.002
564,1.35,150218,rccd150218.0051_gregist,2457072.67980,22.158,18.959,17.616,19.719,20.176,21.86,18.099,18.889,19.358,19.48,0.028,0.002,0.001,0.003,0.004,0.017,0.001,0.002,0.002,0.003
565,1.33,150222,rccd150222.0041_gregist,2457076.67699,22.184,19.018,17.705,19.773,20.232,21.964,18.159,18.955,19.438,19.547,0.024,0.002,0.001,0.003,0.004,0.017,0.001,0.002,0.002,0.003
566,1.32,150226,rccd150226.0050_gregist,2457080.67804,22.063,18.912,17.613,19.691,20.055,21.824,18.061,18.863,19.36,19.439,0.033,0.002,0.001,0.004,0.005,0.022,0.001,0.002,0.003,0.003
567,1.31,150302,rccd150302.0059_gregist,2457084.67369,22.063,18.866,17.539,19.641,20.084,21.705,18.005,18.791,19.288,19.376,0.048,0.002,0.001,0.005,0.007,0.027,0.001,0.003,0.004,0.004
568,1.28,150308,rccd150308.0050_gregist,2457090.72804,21.976,18.87,,19.642,20.097,21.652,18.002,18.803,19.289,19.394,0.055,0.003,,0.005,0.007,0.033,0.001,0.003,0.004,0.005
569,1.32,150312,rccd150312.0050_gregist,2457094.63807,22.016,18.883,17.549,19.638,20.09,21.724,18.018,18.85,19.307,19.404,0.021,0.001,0.001,0.003,0.004,0.014,0.001,0.001,0.002,0.002
570,1.3,150316,rccd150316.0061_gregist,2457098.64146,22.569,19.388,18.062,20.144,20.602,22.31,18.526,19.317,19.799,19.906,0.039,0.002,0.001,0.004,0.006,0.027,0.001,0.002,0.003,0.004
571,1.28,150321,rccd150321.0046_gregist,2457103.65137,22.472,19.328,18.005,20.077,20.542,22.25,18.466,19.258,19.746,19.847,0.036,0.002,0.001,0.004,0.005,0.024,0.001,0.002,0.003,0.003
572,1.3,150412,rccd150412.0050_gregist,2457125.66059,22.128,18.932,17.594,19.687,20.139,21.692,18.063,18.86,19.339,19.437,0.027,0.002,0.001,0.003,0.004,0.016,0.001,0.002,0.002,0.003
573,1.32,150416,rccd150416.0061_gregist,2457129.66790,22.114,18.902,17.578,19.665,20.123,21.828,18.034,18.831,19.323,19.426,0.025,0.002,0.001,0.003,0.004,0.018,0.001,0.002,0.002,0.003
575,1.28,150422,rccd150422.0037_gregist,2457135.60840,22.324,19.132,17.813,19.892,20.349,22.053,18.264,19.075,19.568,19.65,0.026,0.002,0.001,0.003,0.004,0.019,0.001,0.002,0.002,0.003
576,1.28,150426,rccd150426.0073_gregist,2457139.59952,22.053,18.929,17.601,19.7,19.986,21.826,18.06,18.857,19.34,19.434,0.033,0.002,0.001,0.004,0.005,0.024,0.001,0.002,0.003,0.003
